:======================================================================:
|       Appendix C Complications or Comorbidities Exclusion List       |
:======================================================================:

Appendix C is a list of all of the codes that are defined as either a
complication or comorbidity (CC) or a major complication or comorbidity
(MCC) when used as a secondary diagnosis.
Part 1 lists these codes. Each code is indicated as CC or MCC, as well as the HAC category (if applicable) the code is assigned to.
Hover over the HAC number for its description. A link is given to a collection of diagnosis codes which,
when used as the principal diagnosis, will cause the CC or MCC to be considered as only a non-CC.
Part 2 lists codes which are assigned as a Major CC only
for patients discharged alive. Otherwise they are assigned as a non-CC.
Part 3 lists diagnosis codes that are designated as a complication or comorbidity (CC) or major
complication or comorbidity (MCC) and included in the definition of the logic for the listed DRGs.
When reported as a secondary diagnosis and grouped to one of the listed DRGs the diagnosis is excluded
from acting as a CC/MCC for severity in DRG assignment.

Appendix C Part 1: List of CC and Major CC Codes
 I10 Dx  Lev HAC PDX Exclusions   ICD-10-CM Description
 S52181Q CC     1220:5,561 codes Other fracture of upper end of right radius, subsequent encounter for open fracture type I or II with malunion                                                                                          
 S52181R CC     1220:5,561 codes Other fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                              
 S52182B MCC 05 1735:502 codes   Other fracture of upper end of left radius, initial encounter for open fracture type I or II                                                                                                            
 S52182C MCC 05 1735:502 codes   Other fracture of upper end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                                
 S52182K CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for closed fracture with nonunion                                                                                                      
 S52182M CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for open fracture type I or II with nonunion                                                                                           
 S52182N CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                               
 S52182P CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for closed fracture with malunion                                                                                                      
 S52182Q CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for open fracture type I or II with malunion                                                                                           
 S52182R CC     1220:5,561 codes Other fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                               
 S52189B MCC 05 1735:502 codes   Other fracture of upper end of unspecified radius, initial encounter for open fracture type I or II                                                                                                     
 S52189C MCC 05 1735:502 codes   Other fracture of upper end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                         
 S52189K CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for closed fracture with nonunion                                                                                               
 S52189M CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion                                                                                    
 S52189N CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                        
 S52189P CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for closed fracture with malunion                                                                                               
 S52189Q CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with malunion                                                                                    
 S52189R CC     1220:5,561 codes Other fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                        
 S52201A CC  05 1736:497 codes   Unspecified fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                                      
 S52201B MCC 05 1735:502 codes   Unspecified fracture of shaft of right ulna, initial encounter for open fracture type I or II                                                                                                           
 S52201C MCC 05 1735:502 codes   Unspecified fracture of shaft of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                               
 S52201K CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion                                                                                                     
 S52201M CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                          
 S52201N CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                              
 S52201P CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion                                                                                                     
 S52201Q CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion                                                                                          
 S52201R CC     1220:5,561 codes Unspecified fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                              
 S52202A CC  05 1737:497 codes   Unspecified fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                                       
 S52202B MCC 05 1735:502 codes   Unspecified fracture of shaft of left ulna, initial encounter for open fracture type I or II                                                                                                            
 S52202C MCC 05 1735:502 codes   Unspecified fracture of shaft of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                                
 S52202K CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion                                                                                                      
 S52202M CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                           
 S52202N CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                               
 S52202P CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion                                                                                                      
 S52202Q CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion                                                                                           
 S52202R CC     1220:5,561 codes Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                               
 S52209A CC  05 1738:576 codes   Unspecified fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                                
 S52209B MCC 05 1735:502 codes   Unspecified fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II                                                                                                     
 S52209C MCC 05 1735:502 codes   Unspecified fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                         
 S52209K CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion                                                                                               
 S52209M CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                    
 S52209N CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                        
 S52209P CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion                                                                                               
 S52209Q CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion                                                                                    
 S52209R CC     1220:5,561 codes Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                        
 S52211A CC  05 1736:497 codes   Greenstick fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                                       
 S52211K CC     1220:5,561 codes Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with nonunion                                                                                                             
 S52211P CC     1220:5,561 codes Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with malunion                                                                                                             
 S52212A CC  05 1737:497 codes   Greenstick fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                                        
 S52212K CC     1220:5,561 codes Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with nonunion                                                                                                              
 S52212P CC     1220:5,561 codes Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with malunion                                                                                                              
 S52219A CC  05 1738:576 codes   Greenstick fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                                 
 S52219K CC     1220:5,561 codes Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with nonunion                                                                                                       
 S52219P CC     1220:5,561 codes Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with malunion                                                                                                       
 S52221A CC  05 1736:497 codes   Displaced transverse fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                             
 S52221B MCC 05 1735:502 codes   Displaced transverse fracture of shaft of right ulna, initial encounter for open fracture type I or II                                                                                                  
 S52221C MCC 05 1735:502 codes   Displaced transverse fracture of shaft of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                      
 S52221K CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion                                                                                            
 S52221M CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                 
 S52221N CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                     
 S52221P CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion                                                                                            
 S52221Q CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion                                                                                 
 S52221R CC     1220:5,561 codes Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                     
 S52222A CC  05 1737:497 codes   Displaced transverse fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                              
 S52222B MCC 05 1735:502 codes   Displaced transverse fracture of shaft of left ulna, initial encounter for open fracture type I or II                                                                                                   
 S52222C MCC 05 1735:502 codes   Displaced transverse fracture of shaft of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                       
 S52222K CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion                                                                                             
 S52222M CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                  
 S52222N CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                      
 S52222P CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion                                                                                             
 S52222Q CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion                                                                                  
 S52222R CC     1220:5,561 codes Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                      
 S52223A CC  05 1738:576 codes   Displaced transverse fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                       
 S52223B MCC 05 1735:502 codes   Displaced transverse fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II                                                                                            
 S52223C MCC 05 1735:502 codes   Displaced transverse fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                
 S52223K CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion                                                                                      
 S52223M CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion                                                                           
 S52223N CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                               
 S52223P CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion                                                                                      
 S52223Q CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion                                                                           
 S52223R CC     1220:5,561 codes Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                               
 S52224A CC  05 1736:497 codes   Nondisplaced transverse fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                          
 S52224B MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of right ulna, initial encounter for open fracture type I or II                                                                                               
 S52224C MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                   
 S52224K CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion                                                                                         
 S52224M CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion                                                                              
 S52224N CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                  
 S52224P CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion                                                                                         
 S52224Q CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion                                                                              
 S52224R CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                  
 S52225A CC  05 1737:497 codes   Nondisplaced transverse fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                           
 S52225B MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of left ulna, initial encounter for open fracture type I or II                                                                                                
 S52225C MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                    
 S52225K CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion                                                                                          
 S52225M CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion                                                                               
 S52225N CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                   
 S52225P CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion                                                                                          
 S52225Q CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion                                                                               
 S52225R CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                   
 S52226A CC  05 1738:576 codes   Nondisplaced transverse fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                    
 S52226B MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II                                                                                         
 S52226C MCC 05 1735:502 codes   Nondisplaced transverse fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                             
 S52226K CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion                                                                                   
 S52226M CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion                                                                        
 S52226N CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                            
 S52226P CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion                                                                                   
 S52226Q CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion                                                                        
 S52226R CC     1220:5,561 codes Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                            
 S52231A CC  05 1736:497 codes   Displaced oblique fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                                
 S52231B MCC 05 1735:502 codes   Displaced oblique fracture of shaft of right ulna, initial encounter for open fracture type I or II                                                                                                     
 S52231C MCC 05 1735:502 codes   Displaced oblique fracture of shaft of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                         
 S52231K CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion                                                                                               
 S52231M CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                    
 S52231N CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                        
 S52231P CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion                                                                                               
 S52231Q CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion                                                                                    
 S52231R CC     1220:5,561 codes Displaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                        
 S52232A CC  05 1737:497 codes   Displaced oblique fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                                 
 S52232B MCC 05 1735:502 codes   Displaced oblique fracture of shaft of left ulna, initial encounter for open fracture type I or II                                                                                                      
 S52232C MCC 05 1735:502 codes   Displaced oblique fracture of shaft of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                          
 S52232K CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion                                                                                                
 S52232M CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                     
 S52232N CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                         
 S52232P CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion                                                                                                
 S52232Q CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion                                                                                     
 S52232R CC     1220:5,561 codes Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                         
 S52233A CC  05 1738:576 codes   Displaced oblique fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                          
 S52233B MCC 05 1735:502 codes   Displaced oblique fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II                                                                                               
 S52233C MCC 05 1735:502 codes   Displaced oblique fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                   
 S52233K CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion                                                                                         
 S52233M CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion                                                                              
 S52233N CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                  
 S52233P CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion                                                                                         
 S52233Q CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion                                                                              
 S52233R CC     1220:5,561 codes Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                  
 S52234A CC  05 1736:497 codes   Nondisplaced oblique fracture of shaft of right ulna, initial encounter for closed fracture                                                                                                             
 S52234B MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of right ulna, initial encounter for open fracture type I or II                                                                                                  
 S52234C MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                      
 S52234K CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion                                                                                            
 S52234M CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                 
 S52234N CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                     
 S52234P CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion                                                                                            
 S52234Q CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion                                                                                 
 S52234R CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                     
 S52235A CC  05 1737:497 codes   Nondisplaced oblique fracture of shaft of left ulna, initial encounter for closed fracture                                                                                                              
 S52235B MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of left ulna, initial encounter for open fracture type I or II                                                                                                   
 S52235C MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                       
 S52235K CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion                                                                                             
 S52235M CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion                                                                                  
 S52235N CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                      
 S52235P CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion                                                                                             
 S52235Q CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion                                                                                  
 S52235R CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                      
 S52236A CC  05 1738:576 codes   Nondisplaced oblique fracture of shaft of unspecified ulna, initial encounter for closed fracture                                                                                                       
 S52236B MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II                                                                                            
 S52236C MCC 05 1735:502 codes   Nondisplaced oblique fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                
 S52236K CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion                                                                                      
 S52236M CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion                                                                           
 S52236N CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                               
 S52236P CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion                                                                                      
 S52236Q CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion                                                                           
 S52236R CC     1220:5,561 codes Nondisplaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                               
 S52241A CC  05 1736:497 codes   Displaced spiral fracture of shaft of ulna, right arm, initial encounter for closed fracture                                                                                                            
 S52241B MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, right arm, initial encounter for open fracture type I or II                                                                                                 
 S52241C MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                     
 S52241K CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with nonunion                                                                                           
 S52241M CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with nonunion                                                                                
 S52241N CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                    
 S52241P CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with malunion                                                                                           
 S52241Q CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with malunion                                                                                
 S52241R CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                    
 S52242A CC  05 1737:497 codes   Displaced spiral fracture of shaft of ulna, left arm, initial encounter for closed fracture                                                                                                             
 S52242B MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, left arm, initial encounter for open fracture type I or II                                                                                                  
 S52242C MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                      
 S52242K CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with nonunion                                                                                            
 S52242M CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with nonunion                                                                                 
 S52242N CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                                     
 S52242P CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with malunion                                                                                            
 S52242Q CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with malunion                                                                                 
 S52242R CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                                     
 S52243A CC  05 1738:576 codes   Displaced spiral fracture of shaft of ulna, unspecified arm, initial encounter for closed fracture                                                                                                      
 S52243B MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, unspecified arm, initial encounter for open fracture type I or II                                                                                           
 S52243C MCC 05 1735:502 codes   Displaced spiral fracture of shaft of ulna, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                               
 S52243K CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for closed fracture with nonunion                                                                                     
 S52243M CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with nonunion                                                                          
 S52243N CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion                                                              
 S52243P CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for closed fracture with malunion                                                                                     
 S52243Q CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with malunion                                                                          
 S52243R CC     1220:5,561 codes Displaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion                                                              
 S52244A CC  05 1736:497 codes   Nondisplaced spiral fracture of shaft of ulna, right arm, initial encounter for closed fracture                                                                                                         
 S52244B MCC 05 1735:502 codes   Nondisplaced spiral fracture of shaft of ulna, right arm, initial encounter for open fracture type I or II                                                                                              
 S52244C MCC 05 1735:502 codes   Nondisplaced spiral fracture of shaft of ulna, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC                                                                                  
